SHA 256 FLAT,PE256 Authenticode,Filename,Architecture,Partner,CVEs,Revocation List Date
17864E719E9C61D84E29A3CEDF2B63AEAECFC10867211EFC3077DD216B0A4965,9959ED4E05E548B59F219308A45563EA85BB224C1AD96DEC0E96C0E71FFCCD81,shim-0.7-0ubuntu4/shim64-bit.efi,64-bit,Canonical Ltd,CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,Apr-21
45EC69179BE0F20088F10BE909FC8B6104F85607DB0A556482FEE9384EB4D52B,47B31A1C7867644B2EE8093B2D5FBE21E21F77C1617A2C08812F57ACE0850E9F,shim-0.8-0ubuntu2/shim64-bit.efi,64-bit,Canonical Ltd,CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,Apr-21
889337B0F67FFBDDD260CEE774DFA332DBB4EAE7D11333B2DDBAD7CA7FA773A2,FABC379DF395E6F52472B44FA5082F9F0E0DA480F05198C66814B7055B03F446,shim-0.9+1465500757.14a5905-0ubuntu1/shim64-bit.efi,64-bit,Canonical Ltd,CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,Apr-21
98799E6AD44F2AFF3D3D7B66E482B2F4DE4438F5752D932D12C97FF56FA1942B,E37FF3FC0EFF20BFC1C060A4BF56885E1EFD55A8E9CE3C5F4869444CACFFAD0B,shim-0.9+1474479173.6c180c6-0ubuntu1/shim,64-bit,Canonical Ltd,CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,Apr-21
3C430C719C9053A74D74DCC5E52B40D10F109DB1DC9458A05A7A413B86A93467,4CDAE3920A512C9C052A8B4ABA9096969B0A0197B614031E4C64A5D898CB09B9,shim-0.9+1474479173.6c180c6-1ubuntu1/shim64-bit.efi,64-bit,Canonical Ltd,CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,Apr-21
9BE93E365A8240A03B05DB26684B708B46D7585BE325A3E22170CD5B324E0CB0,5B89F1AA2435A03D18D9B203D17FB4FBA4F8F5076CF1F9B8D6D9B826222235C1,shim-13-0ubuntu2/shim64-bit.efi,64-bit,Canonical Ltd,CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,Apr-21
8844D9B3AEA1568A7FF298E6DC12564C422DAFAE6510DB377454CA6072861DDE,007F4C95125713B112093E21663E2D23E3C1AE9CE4B5DE0D58A297332336A2D8,shim-15+1533136590.3beb971-0ubuntu1/shim64-bit.efi,64-bit,Canonical Ltd,CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,Apr-21
C58ABF55F773FEE60CDB21D01D02229C4A3FEEB29F5D904CEB3106BC4B435EE7,339C2BCF0445BAA7345A02CDE505E172D24CC9CEA29A92EBEE3F3901693FD2C8,shim-15+1533136590.3beb971-0ubuntu1/shimaa64.efi,64-bit ARM,Canonical Ltd,CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,Apr-21
CE7A0A3D718747C7263D099FD1477E363ECFE75BD2F639EE47AC1271EC229D80,E060DA09561AE00DCFB1769D6E8E846868A1E99A54B14AA5D0689F2840CEC6DF,shim-15+1552672080.a4a1fbe-0ubuntu1/shim64-bit.efi,64-bit,Canonical Ltd,CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,Apr-21
B6F807D4488F132AB873DCDE8EDAD2875961895E503F263B86BA34958A290618,A48B5E31477DA248680A8935D1E5E630E6FDE22277F9635DA7D6F7F9AA17E34A,shim-15+1552672080.a4a1fbe-0ubuntu1/shimaa64.efi,64-bit ARM,Canonical Ltd,CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,Apr-21
EBF3E0F060E9ECA943F49444CC0DBF6CBE1AEC2C20AE10DFB9E757335AA26ADD,3E828EF5E880FE62B33D36B78F2235F1A314153899AC80469597297B9A9DD22D,Signed_13652009334930799/shimaa64.efi,64-bit ARM,Debian,CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,Apr-21
FF9F39869BAAFA17592820F7F5CF101B15A8423831ABFA97C89CF193CDD98E89,8AA509FB461C099A3C1B806D281A1E1275771EDA0B0E3F7D95E0C11B3C1734EB,Signed_13652009334930799/shimia32.efi,32-bit,Debian,CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,Apr-21
CC5C7DB3068D99D6271FB38AB15B78C633C92249C4D783DB0CDAE2B918E97969,48F4584DE1C5EC650C25E6C623635CE101BD82617FC400D4150F0AEE2355B4CA,Signed_13652009334930799/shim64-bit.efi,64-bit,Debian,CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,Apr-21
754952FF4187789C0269982D056F6A863409963F46D870C0A8D054E0FE69857B,B133DE42A37376F5D91439AF3D61D38201F10377C36DACD9C2610F52AA124A91,Signed_14173467011297444/shimaa64.efi,64-bit ARM,Debian,CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,Apr-21
A80B37C9749D6F2C2FDF64922A3142EB0FD63C72FD2989D7E75DCB4BE367299A,A8A3300E33A0A2692839CCBA84803C5E742D12501B6D58C46EB87F32017F2CFF,Signed_14173467011297444/shimia32.efi,32-bit,Debian,CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,Apr-21
599A102B6445FA88392B8C85A31D80ECE950624219D846AFFBFB7131D4BF550B,AF79B14064601BC0987D4747AF1E914A228C05D622CEDA03B7A4F67014FEE767,Signed_14173467011297444/shim64-bit.efi,64-bit,Debian,CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,Apr-21
C3D65E174D47D3772CB431EA599BBA76B8670BFAA51081895796432E2EF6461F,C55BE4A2A6AC574A9D46F1E1C54CAC29D29DCD7B9040389E7157BB32C4591C4C,shdloader.efi,64-bit,New Horizon Datasys Inc,CVE-2022-34302,Aug-22
1E918F170A796B4B0B1400BB9BDAE75BE1CF86705C2D0FC8FB9DD0C5016B933B,E9D873CBCEDE3634E0A4B3644B51E1C8A0A048272992C738513EBC96CD3E3360,esdiags.efi,64-bit,Eurosoft,CVE-2022-34301,Aug-22
09F2E41661CBBD714D22986FBB36A2B5764A5544C85F9875D227F6A26E1C8C8B,66D0803E2550D9E790829AE1B5F81547CC9BFBE69B51817068ECB5DABB7A89FC,Bootx64.efi,64-bit,Eurosoft,CVE-2022-34301,Aug-22
51BD59697B4E1DF61DF32AD57CEBE394BE54E3E9DBFEB8DC00A3A176D13A5767,284153E7D04A9F187E5C3DBFE17B2672AD2FBDD119F27BEC789417B7919853EC,shim.efi,64-bit,CPSD,CVE-2022-34303,Aug-22
30CF3AD2DF14F05D89BC321744559E857055A5C84D7F0834B3DBD261ACE1CF5D,EDD2CB55726E10ABEDEC9DE8CA5DED289AD793AB3B6919D163C875FEC1209CD5,miniloader.efi,64-bit,CPSD,CVE-2022-34303,Aug-22
61F2D843B99AC93FA2ED40A50E5C3F0EAD7C75894BB92C32DF33052804CFB77C,90AEC5C4995674A849C1D1384463F3B02B5AA625A5C320FC4FE7D9BB58A62398,miniloader.efi,64-bit,CPSD,CVE-2022-34303,Aug-22
8CC2B48C79FBF5654B28B7BEEC51A3266E4CBB4FBE3A84F843EA0957683A1E93,F4DC5A40D2A9DBDAB210BAE0C508E053AE986C4DA42D68760A1655D6FBAEC051,mboot-official_arm64.efi,64-bit ARM,vmware,N/A,Aug-22
918871DEC65B4D8A8D0E29B221351DFEA3A1D9212A4E0D7EE692CC1696E9AFC6,CA65A9B2915D9A055A407BC0698936349A04E3DB691E178419FBA701AAD8DE55,mboot-official_em64t.efi,64-bit,vmware,N/A,Aug-22
884A2EC5FFBB42E948401E425123DCF2557664E77B3B7474A728069FDECD46ED,1788D84AA61EDE6F2E96CFC900AD1CAB1C5BE86537F27212E8C291D6ADE3B1E9,bootx64.efi,64-bit,Trend Micro,CVE-2023-28005,Mar-23
D0EB15FE822C6239A8BB2B42FBC035D0956C72AC6FBD1429C1AB7F7E348B8F94,6A0E824654B7479152058CF738A378E629483874B6DBD67E0D8C3327B2FCAC64,bootx64.efi,64-bit,Trend Micro,CVE-2023-28005,Mar-23
B97D5B2A7A9E582652CB9A9BDE1BB68EB631C2329168A996BD19CDD1499408BA,1F8A0E13AADE0885A06B5D822BB21D8111664C37691F0D256EBA840277511BCA,bootia32.efi,32-bit,Trend Micro,CVE-2023-28005,Mar-23
52FEBD655C84F4557DE0CA35A236D468C03FA3BD0F51F54C31B37DB29673DA3F,C4EBDC43048C43F5F11C59EAD051A3585A07FAFCE985CFED8B27B73A5492F9B2,bootia32.efi,32-bit,Trend Micro,CVE-2023-28005,Mar-23
C6B0D030BB3E54294742B3914AE76C949E52A065ABB28D08054FDF90D7EED628,1EAED62C4ABCB2524643E1723F6AADCC31A74AF4D2285D3B13880CC44C22DEC5,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8,May-23
355B0240DD31FAD0ED13D77B7F880F8EBB32BCC72F9667BECBA3263E099DF378,21F27D89F2E77DEE7CD4336E3A3ADE362A2AAE9FB2EFE2079491A518F3D51FED,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8,May-23
9A395E7EAB9E7976B1C30EC651B05658D780897BEBAB8A664C6091742E592E7B,250AE0BA860D6D46894491D630D58B1CA008F695C92CE2084A295486F71F985B,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8,May-23
854AD42E44FBE19122072E177080C2AA9F729BFDE223FA6EA98BE1490BB9A4C0,399F9DA6CF5A87839637B55F62BB2CC6A93FA5AF7FE7AD76B4AF0FB320C98127,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8,May-23
545C8C806D6A8B2AB307BF7FF5DFF05DD86CFC431D3920692E15E7928AC98EED,3B30C3E6A923CBB7CF65B539025F12B1C810D74480F25CBFCB9A7BFD633F06ED,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8,May-23
8DA046540148E1E146DE2F96C7D860962ED059A923E9685E868DC4C6065684AA,3FE9F8D11EDCA3FC1899100484DE4CC2C626ABB38B73985A441B7C3A0D39CA54,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8,May-23
905C2DF524E664759D55A6DAD4B62B58220ADC59FEC3E852964EFC2165B0FC0C,459457C48E1B450D8F22858FFB392FCA78BB6F4DA837862889AB798BDCBDF08F,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8,May-23
C4081B588CA3FC9965C2D04A0E8CCA3E0016566CC8A84FEB78CBF63A4ED72EED,5A184E740657E218D635168286F0F70BB5672E4EDB78717550C70686C232EA5B,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8,May-23
FDD173678810D9F9F887B428EB260CF42C837EACC41A11E89C08131E262E2C01,5E2BB7BC8B16E0B9DDFF75606668E69D76AF1219C17180EF0A5B9B383F00B995,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8,May-23
D1AF02FCA7522C8D27E053544B3B653FF2DAFFCAE9C420E460235DACAB53F7CD,7FDDFE06C44DC4302DA54577353C18FDBE11B41CB3E6064EC1C116EE102FE080,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8,May-23
B334937090AC1D2DB8FFFA7D6BB72F97FDE42712300524E2C89F0E7DCA5EF4D5,9141EA1A4E6BF1F4D72C28A1D0D124A928D5A7D36B14FC7E7E53EF442360FF99,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8,May-23
101EC6206BC939A389713775B3BDB405E91252FAD75509C54FA1DBBE822F4596,93F5233E9970A7DB1E4C9AA2DE2404636728E7C66C03F2BBE74B18B20A93BA96,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8,May-23
9A02C839424A2DB0C3B98553C179C0583E7B8760C7A061176F76B6970746B8AC,AE1DCA8AAB7C4BDD21C5AA19A323F597BD1850445D76695CB2910CCCB5F163B8,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8,May-23
E299D3CA4A5A6579E863DD54488B6E804E47B20B75B7E71DC64B47F6403386B5,BFCAA41445F20B54AEA650D03D7C39B77CD82A7A14824DC55AA587C4C0F742A3,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8,May-23
B65FE0AF8297168749DC235340CBA7C08CF6B956FDD25FC2C9F16D20DA536713,C3297E35C3A9EFC4C051706AAB77D29A26E62D9A38DE256DFFEB77A0EEC8666A,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8,May-23
339E7E433DA8002B9FFB9EEB3C768742A93953509FC02BCAF95254228914067F,C875AE8A8DB5441A577172869A4EC6E71DACE7A875F42A2FBBA4B52F293499DE,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8,May-23
AB66D5C1C320900FC15984D7E1D44331411F2339DA9376F3E9BC2A4CB9B06014,DB1E5C6152A28D3EB6B1AFEAAD4974F3654AC6FBBE769D870ABB74EDE632B9E5,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8,May-23
8DEB88A2435270BD24328760FA6FB5C77BCD5C47F7A0109F15300D644CB9A228,DBB424CB8AD35EE68546092645C4689D6027A97FEDF3C5AF842B9572F1276997,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8,May-23
4489FA289C24EC5745E69F476FEBB3FA0103501D95349E795BE481E678429DDE,E11BDBFBAC4736918C497798D6ED018F529726A6B1894BE0658D1B9519538B22,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8,May-23
E1A44BDE59714FE31A77476FCF73CFB784105333F05755D8F1C05EDE4056D4C6,E637002526221BC32E477455B12F864F20B27C44679A2E78E5C56DA1FFCE8B41,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8,May-23
0EF0AD66BA9A0C4E4815BFD072FE7E281DC382D8DE08A4529DF3FF997B19E705,F4D8EAD6C325030538D10EBB39F0EFDC2F553794C14A5E45F9555C335925D9D3,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8,May-23
EC89DDD37880430CD5242F5F15D13F4CF699F50DBE04643E5B70093631608204,F51BC0B8FCE1BAE71B76CB3ADE28B712669D4E938FD37C9F5872493ACC25FAE1,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8,May-23
940A66FBDCB9A3BE16FC8FF56DB63CBFFD7283F15ECF7E50BD9BBAC7EAD303F0,FD4591ADD2E5B0664363720C71492982D5B223A141A6248246CD2381F67E926C,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8,May-23
9E1E22CBF19E9A483E6D57345959A3F8862C3C98E2A825EB995819F0CF210F48,1364B7B94AB2A93E79D297EBF6CE0A30F7997E5929E408EF0D3B5D54C64E7B90,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8,May-23
E21231BE8A60E9FE94AD0D2202ED01C36E4AFC731A30659B8AC44C22B7377FBD,1510988D3DCCE120F22696A9E87B02E7FAD6367EF4AE8BFD54CDB528A5C48E99,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8,May-23
3EF9FD0B7CEF661D5AF2971DAEF1ECC44D9210D33AF8C95E2DF9EDD694BB0FE2,3860B7C7FF6F4BCD5865843B2E86B2ECA5FF4FB071999F2129D4C7753B806F34,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8,May-23
39CEDF83BD3417A90588795CDE2BD6BAF7089997FDDB588E552952C179958D84,47F7A5F3821286A9C677F66CFE2A84D5CA94CB6FC1EBE8E1986E91EDD58CBE33,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8,May-23
1604F70608F964D1A835C3F3A421E58E449774F0291FF134AC298364E8E3F776,52A3CA4DB923C0648AC04BE86CE02DBC6A3AAAC8312366B106205DEC6E2CA2D9,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8,May-23
9F91A5AAC09BA6E514DC37A013A68589DD22C1F5A7A539F4138CBC8ABC0A45F4,57692FC2B80D809A3BE409B44475DDED7225C76FDD5FF09E4ED7D330A58733A5,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8,May-23
7AFFFCAF48E9289AA0C44566C53EC0A311BF3E2ABF351E0122C685FD568D97B1,7836465BDFFAE768EFAEDCBAA8B5787BAF51B2792A020E80E341A3F824FF82CA,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8,May-23
81199ECB7A384D04F4E0F5541AF731CA6AB0A04F1E2D692B4C386E0F02F15009,7A0294BA07A2AEE3648AFC0DAF2EFD526A5B76349EC906F819C03BC217257638,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8,May-23
3F5AFCDADFA8F590C39764BD9A31CE160FD7A929654491154AFD6738C0523D2C,85255700890931C5B71A73DFF09EA5125CD702EA65F45B4054C1463E00173FDC,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8,May-23
9E14396BCA7712B13A5F0B209C8633D754AFC3BF577B42EF78304581DDD4E02F,8D5332B350577AB7B1987F93FDA104B2090F6A62E262214264F554B6163E8050,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8,May-23
90EA447CCFDCD9771DE40DE9721D0256D6D8A30D68963E82485C2E92B7EB5257,8ED8AA03199DE7D541CCBB3009A2B1FF575219662D8B23FBA7FDFF02D80ABD29,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8,May-23
5F3952CBA19C9F225AAE8B57E57C7E20505AC617AECA845A8B5CDE4994405C92,9335C9DD7001A2EC4E322AB6A2D11E6C4CD4EF1644C00D6314B7BA5A26F9EB7D,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8,May-23
24C0732D77F6BC85BE8A6CA9B0FA3BA8611F950CA4E0194E972E59A433DC05C6,9AF92541E63EACBC5784BB44DB66F9B60726174F4EC178C6CE32EAF647EEBCA2,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8,May-23
626AD87C1D3475B2599DFD36B430BE3ECBFED207A20D9FBAA01F7AE808C0271B,A4B3FEE324D25C53FB5CB48630DC80DD7EE78C1AAC8C8DEEA927396997E33BCE,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8,May-23
EA4EEC2975E4EAED0C5EE6C25C887FC8C7A0298FB613852DEC200DACD2485FD3,A983E73E57BDF014C9A29331290EE87DF37F97C81DBCC43C6C933FE2209C0BD5,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8,May-23
02FF707BE8808663B2CC33286630839DD7B14AC8E2340F4661870B18A9621D9D,B420509D0D69B294633FD7AE2C36B2B549D45A6A863EF16843A1116A11127F56,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8,May-23
9DA10B25786D8DB0167FD66C051F7E2655781BB561B99584312B439A32BE4C32,CE8C44E185FAAA03959CF23229607854EF7E316ED0773D66D7BE5E0A48061DE5,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8,May-23
079A26143F5CD9862331F7C1850FFCF2D6E081FCFA8617F6FFA94FA212834DD1,E808A337ED6911EF561C27CABACABF4EA6D6E20FB70F5413B121AC251ABCC10C,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8,May-23
C2B1E1BB8F016D310FEA7225EEF9DC6B6F0E33E5C9DD74E9F24835DF6287296E,E9C71B7CD5A4DF0BA48D2CA48E6C468E657257F73F66017DE45E18EE746ED7D5,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8,May-23
24119E64BBECB849FDB3CC3EF0BEE550248B13BD5ED5AE540A9389C7D5D7C8BD,FD3062358E0E1DC4C3A60380EF1BDFD4C51F4473B8600937D921DF472FBF9B65,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8,May-23
4F9398592553EE138D8DB48B95789ECA19324B8408CAFD0F0BC46D030E7B4FD4,65625A143D220EA184DBD5CDFB1B9E9C3BD9654294EAA2B98628BC273EBC18B5,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8,May-23
34F107AD8F982B591FB92BCC193BFCDBFF916C720BC69D96A0E9BD22CBA1E84C,800423CEB7E4759621A62C729BABC81F53259D95F76457224AD601542B7B26D4,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8,May-23
25933D1597EAD1C390ABC59433AEC7C8F955C588551024C88C6388AFBC84ED40,0328F7DD12B552EFA7A9E083730333B85F3F4E83D39387FC531863B422F75CC8,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8.1,May-23
7C6F0F7062ACA9C286FB921917747C8B65FF4A69EB71102B90C1570B4C521FEA,03DF4500273C43189296F09D734977C882A008FC056F43C309B9D2351F31792E,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8.1,May-23
00550CCEE4EDFEFD7B7FB54864D0AA5DF059885E9E79FF80D4FB134B4487C05D,065D94B9EA00397A2ADDB747E1E0978E4DE6BF175339778FB9B0760FEC3D3B61,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8.1,May-23
21BB3AD3C8E0198CA40E2636E5C3F27EAC047C1C0B39F19D81332FCA03DC4FC0,09F7699631C18DB0C33491EB4B3C65B8F279238C5FC5E3AB0BA52737DBBD26F3,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8.1,May-23
8D76482F549D66048611DE6C4E67289E3B0BF051130B546E9A4B98B8DE0C4EA8,0A3C2072EF4FBDBF045E1876E855BB8AD5DD0809F66AD1442239A7D856AD908E,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8.1,May-23
E012F7C26EC6DE9D336AF7843DE0A4278D6191FA7989DDCAC40A978FD927BB6C,0A620707ACF23A4E6CDC357A1499E14852B605D9EB6186422F57D458E627D6C0,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8.1,May-23
0E93C368F8177BC0FE1A09D79B897A94286F3C374A18A40522C3358CB627D7E2,16598EE39B716ED9E4765A44ABF86906C9B25C25ABF631CC78ECE6F7211B0365,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8.1,May-23
376E727A97432EE289CE9485988E24C0E20321DDC45443D7916D20D9C8824883,17C2B5B96693CDC2951C89DDE641D14716063F5FC8795CEBC635378B73044E8B,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8.1,May-23
A84526FB39B09F95A0A1CABE23D34CC28FA554242405EB653D6EAB8669B3C1BC,19F4C7030AD74035F5BC07ACE285BD7538F231D25787755D72071EDE879C6978,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8.1,May-23
C681A40CEB9F33F435A44614FB7E0D34007F1C67B83E8C907506414950CC45EB,245E9B81342E45E1BAF4F8D830D18EA7FAE9FDFF05497290EA6442C4EF0FFA57,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8.1,May-23
55C6D083A4E3BE8FF842A5D39EF6F0C82D3DD29FE377C7AEA920C7B419F660D8,3153B3E305575439914605D976CF6EAD5A500E54D0B6ABCDAAFCCED1BC47E04F,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8.1,May-23
C1136125F38F6B76285AE4F1A0068F49819CBB5B57F6AB85960640F93FEC21BD,36B7CDB6564C58CB54895B6D2C73F88D2908BCBD693BFD253945BD31E3EE81BC,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8.1,May-23
1B455F745A6397C1B4FDFA43E634462EE1414DB21EF5A3391142B0F988F31FFE,39ABED2935891EEF96E2B733BBC6951DAFAD1A4C6B500D2D9B28C358355A6AB8,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8.1,May-23
A0946E9C77C27E5E9D19BCEEFE4DC147F97BF1CA7FE12F15280D390BA7A0D67A,4A4873A319A3A3DE35EA325771DFFCBB31EC14550A4E029CF0FEB9CD686B8C92,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8.1,May-23
3927727EB2435B28D2CF0CE1757E72CE3E92A86362B87120040C744C1C08BCE9,50871141459A21FABA3DBBF63DA5AAC8863FA3D8A9891F182ED72E3A74B64FDC,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8.1,May-23
5052CE3B96DB73A909BF0E54355E357F8AB7284FA48F9B21C85EFEDBB886C100,54C7D9C28672A1306E43ED7FEED38B295F8EEC279251F996FA293F68FC6CFB12,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8.1,May-23
EFA5CA12CFC70DEA81EB71088B4BDBD44D5B45A8F8D81B7DB243D6A03A7F11C4,5EB2C76843B253ACBCECBB84767697128F000C18358C78C5BAF135A5996C037F,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8.1,May-23
77E2945B3A2B0D14E9943F90DDD7BB87DDE9CC5D8BE09F9693E9F4166769363D,6582DCCB8B305EFE0BBBAFDCC7D295A6A8BF1DF0397E1A8AC736E9098A2A64C0,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8.1,May-23
97C24B65A08878AEB0002FC577B717A950C0A20E60EBDFC569637EF57059A2BE,6730C911E6D91009420D202FB6F394568A06AA97E9F33F30C7E92AAA71332D68,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8.1,May-23
D038EEC123E1E13AB3AD27534DE697C9779E9C27C62575F06771F80D3CBB7148,6F53CD5BF434B19B4E14CA127C596752079D989FCC98BB7D7CF3155619EC347D,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8.1,May-23
98A4F01BD9D8A039C669C2AF9082A0EEFBCEABEA4C739E05A1D0C59C5D851AD1,71B601EE3746DA7177726DB84F5B417C9721583D2D88AD857BF368A54FF76BFA,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8.1,May-23
ABF6F968CF9ACDDC04BA5F287F857551CC9D3237CE402D527279930AB5F84894,77CDCFC9644F8F80FF407CDE316AC235DDD1ADA9C3B6A5AA9544DB2D64B79FED,bootmgfw.efi,64-bit,Microsoft,Black Lotus Microsoft Windows 8.1,May-23
